Week,Day,Date,Time,ID,Condition,Replicate,Count1,Count2,Count3,Mean,S.E.
1,0,2023/11/28,0,Cont-1,Control,1,98750,108000,104000,103583.3333,2678.35978
1,0,2023/11/28,0,Cont-2,Control,2,98750,108000,104000,103583.3333,2678.35978
1,0,2023/11/28,0,Cont-3,Control,3,98750,108000,104000,103583.3333,2678.35978
1,0,2023/11/28,0,Lin-1,Linear,1,98750,108000,104000,103583.3333,2678.35978
1,0,2023/11/28,0,Lin-2,Linear,2,98750,108000,104000,103583.3333,2678.35978
1,0,2023/11/28,0,Lin-3,Linear,3,98750,108000,104000,103583.3333,2678.35978
1,0,2023/11/28,0,Lin-4,Linear,4,98750,108000,104000,103583.3333,2678.35978
1,0,2023/11/28,0,Lin-5,Linear,5,98750,108000,104000,103583.3333,2678.35978
1,0,2023/11/28,0,Lin-6,Linear,6,98750,108000,104000,103583.3333,2678.35978
1,0,2023/11/28,0,Lin-7,Linear,7,98750,108000,104000,103583.3333,2678.35978
1,0,2023/11/28,0,SD025-1,SD025,1,98750,108000,104000,103583.3333,2678.35978
1,0,2023/11/28,0,SD025-2,SD025,2,98750,108000,104000,103583.3333,2678.35978
1,0,2023/11/28,0,SD025-3,SD025,3,98750,108000,104000,103583.3333,2678.35978
1,0,2023/11/28,0,SD025-4,SD025,4,98750,108000,104000,103583.3333,2678.35978
1,0,2023/11/28,0,SD025-5,SD025,5,98750,108000,104000,103583.3333,2678.35978
1,0,2023/11/28,0,Sd025-6,SD025,6,98750,108000,104000,103583.3333,2678.35978
1,0,2023/11/28,0,SD025-7,SD025,7,98750,108000,104000,103583.3333,2678.35978
1,0,2023/11/28,0,SD100-1,SD100,1,98750,108000,104000,103583.3333,2678.35978
1,0,2023/11/28,0,SD100-2,SD100,2,98750,108000,104000,103583.3333,2678.35978
1,0,2023/11/28,0,SD100-3,SD100,3,98750,108000,104000,103583.3333,2678.35978
1,0,2023/11/28,0,SD100-4,SD100,4,98750,108000,104000,103583.3333,2678.35978
1,0,2023/11/28,0,SD100-5,SD100,5,98750,108000,104000,103583.3333,2678.35978
1,0,2023/11/28,0,SD100-6,SD100,6,98750,108000,104000,103583.3333,2678.35978
1,0,2023/11/28,0,SD100-7,SD100,7,98750,108000,104000,103583.3333,2678.35978
1,3,2023/12/01,3,Cont-1,Control,1,2670000,3110000,1490000,2423333.333,483643.5786
1,3,2023/12/01,3,Cont-2,Control,2,1520000,669000,891000,1026666.667,254855.7326
1,3,2023/12/01,3,Cont-3,Control,3,3080000,4120000,2900000,3366666.667,380233.8462
1,3,2023/12/01,3,Lin-1,Linear,1,1300000,2260000,2400000,1986666.667,345703.791
1,3,2023/12/01,3,Lin-2,Linear,2,592000,727000,393000,570666.6667,97005.72721
1,3,2023/12/01,3,Lin-3,Linear,3,639000,581000,1020000,746666.6667,137688.4567
1,3,2023/12/01,3,Lin-4,Linear,4,1900000,2280000,1170000,1783333.333,325695.8363
1,3,2023/12/01,3,Lin-5,Linear,5,264000,2550000,258000,1024000,763001.9659
1,3,2023/12/01,3,Lin-6,Linear,6,1720000,1510000,1110000,1446666.667,178916.492
1,3,2023/12/01,3,Lin-7,Linear,7,2110000,2260000,2650000,2340000,160934.7694
1,3,2023/12/01,3,SD025-1,SD025,1,850000,592000,381000,607666.6667,135615.0598
1,3,2023/12/01,3,SD025-2,SD025,2,915400,1500000,1230000,1215133.333,168923.112
1,3,2023/12/01,3,SD025-3,SD025,3,1520000,1100000,868000,1162666.667,190806.4755
1,3,2023/12/01,3,SD025-4,SD025,4,757000,487000,1110000,784666.6667,180375.8422
1,3,2023/12/01,3,SD025-5,SD025,5,833000,1220000,1310000,1121000,146324.9808
1,3,2023/12/01,3,Sd025-6,SD025,6,1030000,1520000,1690000,1413333.333,197849.55
1,3,2023/12/01,3,SD025-7,SD025,7,1350000,663000,2060000,1357666.667,403297.3813
1,3,2023/12/01,3,SD100-1,SD100,1,768000,604000,528000,633333.3333,70817.4492
1,3,2023/12/01,3,SD100-2,SD100,2,698000,1020000,792000,836666.6667,95598.69827
1,3,2023/12/01,3,SD100-3,SD100,3,1250000,692000,704000,882000,184032.6058
1,3,2023/12/01,3,SD100-4,SD100,4,1230000,1140000,463000,944333.3333,242064.9591
1,3,2023/12/01,3,SD100-5,SD100,5,323000,809000,522000,551333.3333,141060.6646
1,3,2023/12/01,3,SD100-6,SD100,6,669000,440000,1170000,759666.6667,215553.8087
1,3,2023/12/01,3,SD100-7,SD100,7,1080000,1100000,833000,1004333.333,85860.99878
1,7,2023/12/05,7,Cont-1,Control,1,65100000,81100000,83900000,76700000,5856051.002
1,7,2023/12/05,7,Cont-2,Control,2,65300000,69900000,77400000,70866666.67,3526250.763
1,7,2023/12/05,7,Cont-3,Control,3,70600000,77600000,91900000,80033333.33,6267996.313
1,7,2023/12/05,7,Lin-1,Linear,1,37000000,40900000,39900000,39266666.67,1169520.32
1,7,2023/12/05,7,Lin-2,Linear,2,25800000,26100000,27300000,26400000,458257.5695
1,7,2023/12/05,7,Lin-3,Linear,3,35900000,40600000,44000000,40166666.67,2348285.427
1,7,2023/12/05,7,Lin-4,Linear,4,35100000,39900000,43600000,39533333.33,2460578.071
1,7,2023/12/05,7,Lin-5,Linear,5,24600000,27700000,24600000,25633333.33,1033333.333
1,7,2023/12/05,7,Lin-6,Linear,6,51600000,68900000,77100000,65866666.67,7515835.135
1,7,2023/12/05,7,Lin-7,Linear,7,62600000,67200000,70400000,66733333.33,2263723.58
1,7,2023/12/05,7,SD025-1,SD025,1,13500000,13300000,14200000,13666666.67,272845.0924
1,7,2023/12/05,7,SD025-2,SD025,2,27200000,30600000,28600000,28800000,986576.5725
1,7,2023/12/05,7,SD025-3,SD025,3,8060000,11700000,30800000,16853333.33,7052057.225
1,7,2023/12/05,7,SD025-4,SD025,4,14200000,15200000,13600000,14333333.33,466666.6667
1,7,2023/12/05,7,SD025-5,SD025,5,27500000,29900000,15900000,24433333.33,4322550.687
1,7,2023/12/05,7,Sd025-6,SD025,6,31700000,34100000,36000000,33933333.33,1244097.174
1,7,2023/12/05,7,SD025-7,SD025,7,23500000,21500000,36200000,27066666.67,4603018.333
1,7,2023/12/05,7,SD100-1,SD100,1,12600000,12800000,12800000,12733333.33,66666.66667
1,7,2023/12/05,7,SD100-2,SD100,2,10600000,6490000,13500000,10196666.67,2033636.589
1,7,2023/12/05,7,SD100-3,SD100,3,11200000,10800000,13000000,11666666.67,676592.771
1,7,2023/12/05,7,SD100-4,SD100,4,22200000,23500000,24000000,23233333.33,536449.2313
1,7,2023/12/05,7,SD100-5,SD100,5,13100000,13600000,42300000,23000000,9651079.387
1,7,2023/12/05,7,SD100-6,SD100,6,4030000,3980000,2770000,3593333.333,411919.6254
1,7,2023/12/05,7,SD100-7,SD100,7,10900000,11000000,11700000,11200000,251661.1478
2,0,2023/12/05,7.5,Cont-1,Control,1,3255000,4055000,4195000,3835000,292802.5501
2,0,2023/12/05,7.5,Cont-2,Control,2,3265000,3495000,3870000,3543333.333,176312.5382
2,0,2023/12/05,7.5,Cont-3,Control,3,3530000,3880000,4595000,4001666.667,313399.8156
2,0,2023/12/05,7.5,Lin-1,Linear,1,1850000,2045000,1995000,1963333.333,58476.01598
2,0,2023/12/05,7.5,Lin-2,Linear,2,1290000,1305000,1365000,1320000,22912.87847
2,0,2023/12/05,7.5,Lin-3,Linear,3,1795000,2030000,2200000,2008333.333,117414.2713
2,0,2023/12/05,7.5,Lin-4,Linear,4,1755000,1995000,2180000,1976666.667,123028.9036
2,0,2023/12/05,7.5,Lin-5,Linear,5,1230000,1385000,1230000,1281666.667,51666.66667
2,0,2023/12/05,7.5,Lin-6,Linear,6,2580000,3445000,3855000,3293333.333,375791.7568
2,0,2023/12/05,7.5,Lin-7,Linear,7,3130000,3360000,3520000,3336666.667,113186.179
2,0,2023/12/05,7.5,SD025-1,SD025,1,675000,665000,710000,683333.3333,13642.25462
2,0,2023/12/05,7.5,SD025-2,SD025,2,1360000,1530000,1430000,1440000,49328.82862
2,0,2023/12/05,7.5,SD025-3,SD025,3,403000,585000,1540000,842666.6667,352602.8613
2,0,2023/12/05,7.5,SD025-4,SD025,4,710000,760000,680000,716666.6667,23333.33333
2,0,2023/12/05,7.5,SD025-5,SD025,5,1375000,1495000,795000,1221666.667,216127.5344
2,0,2023/12/05,7.5,Sd025-6,SD025,6,1585000,1705000,1800000,1696666.667,62204.85869
2,0,2023/12/05,7.5,SD025-7,SD025,7,1175000,1075000,1810000,1353333.333,230150.9167
2,0,2023/12/05,7.5,SD100-1,SD100,1,630000,640000,640000,636666.6667,3333.333333
2,0,2023/12/05,7.5,SD100-2,SD100,2,530000,324500,675000,509833.3333,101681.8295
2,0,2023/12/05,7.5,SD100-3,SD100,3,560000,540000,650000,583333.3333,33829.63855
2,0,2023/12/05,7.5,SD100-4,SD100,4,1110000,1175000,1200000,1161666.667,26822.46157
2,0,2023/12/05,7.5,SD100-5,SD100,5,655000,680000,2115000,1150000,482553.9693
2,0,2023/12/05,7.5,SD100-6,SD100,6,201500,199000,138500,179666.6667,20595.98127
2,0,2023/12/05,7.5,SD100-7,SD100,7,545000,550000,585000,560000,12583.05739
2,3,2023/12/08,10,Cont-1,Control,1,38700000,42700000,50300000,43900000,3401960.219
2,3,2023/12/08,10,Cont-2,Control,2,55700000,59700000,71700000,62366666.67,4807401.701
2,3,2023/12/08,10,Cont-3,Control,3,41600000,44200000,55100000,46966666.67,4135348.971
2,3,2023/12/08,10,Lin-1,Linear,1,20300000,16600000,17300000,18066666.67,1134802.969
2,3,2023/12/08,10,Lin-2,Linear,2,17000000,19500000,22100000,19533333.33,1472337.522
2,3,2023/12/08,10,Lin-3,Linear,3,20100000,18900000,20500000,19833333.33,480740.1701
2,3,2023/12/08,10,Lin-4,Linear,4,11900000,10100000,14200000,12066666.67,1186498.115
2,3,2023/12/08,10,Lin-5,Linear,5,9850000,11900000,9570000,10440000,734461.2538
2,3,2023/12/08,10,Lin-6,Linear,6,19800000,15000000,20700000,18500000,1769180.601
2,3,2023/12/08,10,Lin-7,Linear,7,21000000,21800000,21100000,21300000,251661.1478
2,3,2023/12/08,10,SD025-1,SD025,1,6850000,6110000,5320000,6093333.333,441751.5642
2,3,2023/12/08,10,SD025-2,SD025,2,11390000,15900000,18900000,15396666.67,2182508.75
2,3,2023/12/08,10,SD025-3,SD025,3,7990000,5820000,16900000,10236666.67,3390045.886
2,3,2023/12/08,10,SD025-4,SD025,4,14100000,15100000,16100000,15100000,577350.2692
2,3,2023/12/08,10,SD025-5,SD025,5,13000000,15200000,15100000,14433333.33,717247.8264
2,3,2023/12/08,10,Sd025-6,SD025,6,15900000,15800000,15400000,15700000,152752.5232
2,3,2023/12/08,10,SD025-7,SD025,7,12800000,11300000,13200000,12433333.33,578311.7191
2,3,2023/12/08,10,SD100-1,SD100,1,12300000,13500000,14000000,13266666.67,504424.865
2,3,2023/12/08,10,SD100-2,SD100,2,13700000,13300000,14500000,13833333.33,352766.8415
2,3,2023/12/08,10,SD100-3,SD100,3,15500000,14000000,14200000,14566666.67,470224.5327
2,3,2023/12/08,10,SD100-4,SD100,4,13100000,16900000,11200000,13733333.33,1675642.497
2,3,2023/12/08,10,SD100-5,SD100,5,18800000,23600000,21900000,21433333.33,1405149.261
2,3,2023/12/08,10,SD100-6,SD100,6,4640000,4010000,3280000,3976666.667,392951.7924
2,3,2023/12/08,10,SD100-7,SD100,7,13300000,12200000,17700000,14400000,1680277.755
2,7,2023/12/12,14,Cont-1,Control,1,158000000,184000000,122000000,154666666.7,17975291.68
2,7,2023/12/12,14,Cont-2,Control,2,168000000,216000000,70400000,151466666.7,42836329.34
2,7,2023/12/12,14,Cont-3,Control,3,53400000,64500000,199000000,105633333.3,46793173.77
2,7,2023/12/12,14,Lin-1,Linear,1,66900000,68000000,90900000,75266666.67,7823113.901
2,7,2023/12/12,14,Lin-2,Linear,2,71600000,78000000,61600000,70400000,4772141.378
2,7,2023/12/12,14,Lin-3,Linear,3,101000000,132000000,131000000,121333333.3,10170764.2
2,7,2023/12/12,14,Lin-4,Linear,4,56900000,90300000,48100000,65100000,12853533.89
2,7,2023/12/12,14,Lin-5,Linear,5,64500000,54500000,32300000,50433333.33,9515134.144
2,7,2023/12/12,14,Lin-6,Linear,6,84500000,121000000,46900000,84133333.33,21391613.1
2,7,2023/12/12,14,Lin-7,Linear,7,90300000,147000000,83900000,107066666.7,20051960.28
2,7,2023/12/12,14,SD025-1,SD025,1,62800000,37500000,9380000,36560000,15428186.33
2,7,2023/12/12,14,SD025-2,SD025,2,58100000,61600000,35200000,51633333.33,8278553.282
2,7,2023/12/12,14,SD025-3,SD025,3,113000000,64500000,72700000,83400000,14988106.4
2,7,2023/12/12,14,SD025-4,SD025,4,112000000,1790000,99200000,70996666.67,34800057.63
2,7,2023/12/12,14,SD025-5,SD025,5,49300000,41100000,66900000,52433333.33,7610811.024
2,7,2023/12/12,14,Sd025-6,SD025,6,85000000,31100000,90300000,68800000,18911989.14
2,7,2023/12/12,14,SD025-7,SD025,7,93800000,103000000,94400000,97066666.67,2971718.545
2,7,2023/12/12,14,SD100-1,SD100,1,105000000,98500000,98500000,100666666.7,2166666.667
2,7,2023/12/12,14,SD100-2,SD100,2,34600000,110000000,66300000,70300000,21857798
2,7,2023/12/12,14,SD100-3,SD100,3,73300000,144000000,36400000,84566666.67,31568144.98
2,7,2023/12/12,14,SD100-4,SD100,4,44000000,48700000,62200000,51633333.33,5454763.464
2,7,2023/12/12,14,SD100-5,SD100,5,61600000,44000000,47500000,51033333.33,5379074.683
2,7,2023/12/12,14,SD100-6,SD100,6,63900000,70200000,54500000,62866666.67,4561554.316
2,7,2023/12/12,14,SD100-7,SD100,7,95000000,59200000,93300000,82500000,11660331.61
3,0,2023/12/12,14.5,Cont-1,Control,1,7900000,9200000,6100000,7733333.333,898764.5842
3,0,2023/12/12,14.5,Cont-2,Control,2,8400000,10800000,3520000,7573333.333,2141816.467
3,0,2023/12/12,14.5,Cont-3,Control,3,2670000,3225000,9950000,5281666.667,2339658.688
3,0,2023/12/12,14.5,Lin-1,Linear,1,3345000,3400000,4545000,3763333.333,391155.6951
3,0,2023/12/12,14.5,Lin-2,Linear,2,3580000,3900000,3080000,3520000,238607.0689
3,0,2023/12/12,14.5,Lin-3,Linear,3,5050000,6600000,6550000,6066666.667,508538.2101
3,0,2023/12/12,14.5,Lin-4,Linear,4,2845000,4515000,2405000,3255000,642676.6943
3,0,2023/12/12,14.5,Lin-5,Linear,5,3225000,2725000,1615000,2521666.667,475756.7072
3,0,2023/12/12,14.5,Lin-6,Linear,6,4225000,6050000,2345000,4206666.667,1069580.655
3,0,2023/12/12,14.5,Lin-7,Linear,7,4515000,7350000,4195000,5353333.333,1002598.014
3,0,2023/12/12,14.5,SD025-1,SD025,1,3140000,1875000,469000,1828000,771409.3163
3,0,2023/12/12,14.5,SD025-2,SD025,2,2905000,3080000,1760000,2581666.667,413927.6641
3,0,2023/12/12,14.5,SD025-3,SD025,3,5650000,3225000,3635000,4170000,749405.3198
3,0,2023/12/12,14.5,SD025-4,SD025,4,5600000,89500,4960000,3549833.333,1740002.882
