"","X","alpha_0","beta","gamma","w","a","N_Lin.N","Mean_Lin.Z_mean","Var_Lin.Z_var","N_SD025.N","Mean_SD025.Z_mean","Var_SD025.Z_var","N_SD100.N","Mean_SD100.Z_mean","Var_SD100.Z_var","alpha_0","beta","gamma","w","a","N_SD050.N","Mean_SD050.Z_mean","Var_SD050.Z_var","N_SD075.N","Mean_SD075.Z_mean","Var_SD075.Z_var","N_SD125.N","Mean_SD125.Z_mean","Var_SD125.Z_var"
"4911",4911,1.199519,87.31943,0.107386,0.110607,5e-05,18910.6,0.572929,0.000125,17867.97,0.564283,0.000133,10362.2,0.523376,0.00025,1.199519,87.31943,0.107386,0.110607,5e-05,16651.1003709171,0.555265400488197,0.000147916078037459,14555.6965189664,0.543387702842094,0.000179562885134014,20931.2322024956,0.59011922914931,0.000417572373142709
"4912",4912,1.871651,133.5846,0.323148,0.009839,8.6e-05,17453.56,0.585872,6.7e-05,16858.29,0.579904,7.4e-05,0,0.295526,0.000375,1.871651,133.5846,0.323148,0.009839,8.6e-05,15835.8505170204,0.572354084902587,9.03441720740988e-05,12552.6877133834,0.555786814038131,0.000139959515812478,1.06266561206811e-57,0.0773641333681158,0.000263686165231013
"4913",4913,2.46064,108.94265,0.373753,0.13836,2.9e-05,66997.64,0.59699,0.000117,66911.01,0.595636,0.000118,66678.45,0.592139,0.000138,2.46064,108.94265,0.373753,0.13836,2.9e-05,65911.4675346604,0.594280545672062,0.00011932011401406,65825.3467444422,0.59323092306116,0.000123571187438343,56403.9370597477,0.581797740856429,0.00031378969492894
"4914",4914,1.371591,97.25366,0.383397,0.09494,7.3e-05,10781.56,0.567944,9.4e-05,9510.053,0.557451,9.7e-05,0,0.556346,0.000384,1.371591,97.25366,0.383397,0.09494,7.3e-05,7899.84088383006,0.54614202174474,0.000107306773795772,5101.00108081302,0.530707805426672,0.000136129272332665,1.13832789993795e-50,0.306072811602825,0.00251831720520144
"4915",4915,0.593636,122.10084,0.39765,0.239211,2.9e-05,0,0.107336,0.000325,0,0.100776,0.000141,0,0.055386,8.9e-05,0.593636,122.10084,0.39765,0.239211,2.9e-05,2.8556406571268e-72,0.0951504612779348,0.000102768564115611,2.39064545841314e-73,0.0812057912092123,8.23140988381388e-05,7.95233022076388e-80,0.0431554192917137,8.43394342185461e-05
"4916",4916,1.470468,104.13831,0.271777,0.250974,4e-05,24027.19,0.581277,0.00011,22986.93,0.574369,0.000119,5975.914,0.526332,0.00026,1.470468,104.13831,0.271777,0.250974,4e-05,21282.4742300951,0.566097215044449,0.000135998430435379,18203.6668093158,0.554116529468666,0.000173975941256466,1.43042512511646e-24,0.254736142809305,0.000329345809513191
"4917",4917,0.874089,39.76242,0.346234,0.29705,1.1e-05,29589.01,0.551079,0.000284,27727.41,0.544699,0.000285,14887.53,0.513578,0.000324,0.874089,39.76242,0.346234,0.29705,1.1e-05,24229.9412850696,0.535815396209246,0.000288338098856566,20523.7883644428,0.525952698013933,0.000300627794810052,1396.77420537649,0.485978759814141,0.000350471160540641
"4918",4918,2.124427,108.30542,0.212017,0.141852,7.2e-05,23771.21,0.587542,8.1e-05,23359.68,0.582837,8.6e-05,18061.6,0.553673,0.000207,2.124427,108.30542,0.212017,0.141852,7.2e-05,22928.4992056032,0.577880207936223,9.69877081589115e-05,22000.155578733,0.571498398171029,0.000121957298528114,24434.9333946803,0.599864212498349,9.49716072723847e-05
"4919",4919,0.748287,122.00153,0.105055,0.347182,4e-06,133301.9,0.593952,0.000307,132550,0.591475,0.000315,125487.1,0.583897,0.000557,0.748287,122.00153,0.105055,0.347182,4e-06,128764.515103317,0.588996353111817,0.000329873095393817,128468.909456515,0.587245717666066,0.000374408080311156,1606.52482540583,0.599565406614903,0.000226262575523685
"4920",4920,0.899116,139.83131,0.384781,0.255435,1.1e-05,31148.56,0.580773,0.00014,26536.22,0.572786,0.000149,0,0.139936,0.0017,0.899116,139.83131,0.384781,0.255435,1.1e-05,5958.52657335615,0.563683355110434,0.00017987073893138,0.121881111965483,0.506211937488023,0.000124044260114629,8.12427498371279e-71,0.058363360904392,0.00024705835293228
"4921",4921,0.71674,141.59685,0.119569,0.191762,1.1e-05,48217.93,0.586049,0.000184,46334.44,0.580221,0.000205,0,0.114847,0.001582,0.71674,141.59685,0.119569,0.191762,1.1e-05,41239.7572883518,0.572233431325242,0.000254394522727639,22991.146286446,0.555308262242611,0.000419871084458551,8.14225523503772e-20,0.0445863753583048,0.000313712802044361
"4922",4922,1.41135,33.3492,0.344777,0.365702,7.4e-05,7841.708,0.523195,0.000179,7497.059,0.518167,0.000174,5219.703,0.488852,0.000224,1.41135,33.3492,0.344777,0.365702,7.4e-05,7020.7932001723,0.511249120873344,0.000177945322411003,6303.61274782274,0.501873387105672,0.000192065690343577,2517.65418707578,0.460852015505853,0.000294767226830914
"4923",4923,0.713229,147.99716,0.387433,0.06226,3.7e-05,945.6561,0.573993,9.8e-05,0,0.155547,0.000353,0,0.060518,7.4e-05,0.713229,147.99716,0.387433,0.06226,3.7e-05,4.21382763685391e-69,0.117309656572997,0.000134456392337262,1.37826054223708e-70,0.0951605899953223,0.00011396383795382,2.21675083162532e-74,0.0438945413337377,7.39690378083092e-05
"4924",4924,1.449978,103.70055,0.190658,0.371904,5.7e-05,15761.31,0.573946,0.000106,14535.33,0.564371,0.000114,211.2992,0.48767,0.000275,1.449978,103.70055,0.190658,0.371904,5.7e-05,12766.7434345274,0.55353058091131,0.000130711384577592,9634.4389570047,0.537335407771739,0.00016837786884122,3.31696570361667e-16,0.283922397608889,0.00108367244467797
"4925",4925,2.043224,80.24307,0.353179,0.240343,6.1e-05,22459.02,0.581035,9.9e-05,21817.62,0.574832,0.000104,16966.83,0.546741,0.00017,2.043224,80.24307,0.353179,0.240343,6.1e-05,21014.7826631835,0.567998002519424,0.000113883534110186,19678.354702786,0.559766797613205,0.000131749557195891,9671.94580963986,0.519625401558176,0.000249537252663889
"4926",4926,2.139655,75.7266,0.374914,0.076782,5e-06,375828.6,0.599769,0.000349,375826.5,0.599653,0.000349,375822.1,0.599388,0.000349,2.139655,75.7266,0.374914,0.076782,5e-06,343989.307009854,0.599421682956014,0.00033349665122067,343986.104419465,0.59930345906076,0.000333568307573353,343993.941958845,0.599174506923246,0.000334004016476223
"4927",4927,2.39806,108.8892,0.200269,0.071023,4.2e-05,50959.11,0.595665,0.000102,50843.76,0.593843,0.000104,50499.5,0.589105,0.000135,2.39806,108.8892,0.200269,0.071023,4.2e-05,50177.3523921253,0.592103739445944,0.000106199621981634,50068.9379655226,0.590768279834518,0.00011289303063468,41605.291517817,0.56425958297881,0.000463078861752019
"4928",4928,0.92592,83.69159,0.221682,0.233265,3.3e-05,14898.72,0.562095,0.000161,13239.16,0.552218,0.000161,206.3271,0.491861,0.000306,0.92592,83.69159,0.221682,0.233265,3.3e-05,11202.3098497863,0.541809096536221,0.000173896325578784,8082.62901328409,0.528616828292622,0.000209525929789613,8.52436913859158e-12,0.592852740102261,0.000341765371452784
"4929",4929,1.757357,57.49168,0.17322,0.303405,3e-05,42915.88,0.582856,0.00017,42311.91,0.577604,0.000175,39242.77,0.560142,0.000225,1.757357,57.49168,0.17322,0.303405,3e-05,41233.4428686375,0.571929160586059,0.000184174666097141,40216.2323355435,0.566089917909785,0.000199182530672633,37240.5559616756,0.55279807866444,0.000270990041581102
"4930",4930,0.741834,57.6573,0.331232,0.182106,1.1e-05,23487.99,0.553982,0.000241,20769.99,0.546957,0.000241,0,0.487302,0.000505,0.741834,57.6573,0.331232,0.182106,1.1e-05,15729.8686259982,0.537262316519404,0.000247211827691199,6407.68013964473,0.522595363231931,0.000262479941196753,2.63735292379701e-27,0.551108848602386,0.00148168787263041
"4931",4931,0.545841,143.72925,0.160808,0.34591,1.4e-05,15694.76,0.569893,0.00021,9291.831,0.554469,0.000206,0,0.056016,0.000193,0.545841,143.72925,0.160808,0.34591,1.4e-05,1433.70409866312,0.532976958844926,0.000229349763116424,8.66640352112308e-27,0.103685820704287,0.000346429091360413,5.2290461224206e-28,0.0388424346322856,0.000174669052723374
"4932",4932,1.078614,58.05321,0.259987,0.110669,8.2e-05,6956.427,0.54285,0.000148,6452.392,0.536038,0.000139,4337.34,0.513859,0.000281,1.078614,58.05321,0.259987,0.110669,8.2e-05,5953.6132294944,0.529627783630933,0.000137541508722295,5409.95238569252,0.523162684066278,0.000149315837524258,1.62254345969619e-22,0.244177563326833,0.000676236876081415
"4933",4933,1.603438,107.49138,0.102412,0.015106,3.3e-05,45800.26,0.592096,0.00012,45492.38,0.589029,0.000124,43943.12,0.578742,0.000213,1.603438,107.49138,0.102412,0.015106,3.3e-05,44614.83184059,0.585946459946191,0.000132364423149919,44208.176323981,0.583126076887962,0.000151818152508321,6700.02796525152,0.507524711174069,0.000572898698080538
"4934",4934,0.518785,144.22441,0.109093,0.060897,4.2e-05,7890.774,0.570192,0.000169,4186.299,0.543255,0.000172,0,0.052297,0.00013,0.518785,144.22441,0.109093,0.060897,4.2e-05,6.69927137884955e-17,0.111340868785065,0.000183317900909105,1.20791921144497e-17,0.0867846122050111,0.000152400182247589,1.68182137968543e-18,0.0378741388195647,0.000119947622598518
"4935",4935,0.717994,65.1511,0.223465,0.08131,8.6e-05,2665.678,0.523704,0.000155,3415.398,0.535998,0.000121,0,0.09621,0.000203,0.717994,65.1511,0.223465,0.08131,8.6e-05,4.52651076441618e-32,0.143716171282246,0.000299293408063819,4.66815822728977e-33,0.121997996146025,0.000225008280487733,4.96606747296988e-34,0.090455369575749,0.00019358412256344
"4936",4936,2.173232,147.30022,0.170274,0.36019,2.2e-05,74731.42,0.597662,0.000121,74666.95,0.596667,0.000122,75081.01,0.591466,0.000226,2.173232,147.30022,0.170274,0.36019,2.2e-05,73055.4142645898,0.595800249351657,0.000123167715020467,73083.6968022447,0.595260570641351,0.000130672627384626,2.23700700940441e-29,0.0612283400979735,0.000620493225528683
"4937",4937,2.216847,128.99958,0.21389,0.167407,3.9e-05,46537.48,0.595323,9.6e-05,46391.57,0.593378,9.9e-05,45436.03,0.584258,0.000196,2.216847,128.99958,0.21389,0.167407,3.9e-05,46102.2258289557,0.591649160944504,0.000102873923171058,45973.9529126593,0.590086611371235,0.000115316501770909,1.05558832653133e-18,0.270756681493764,0.000629384406515698
"4938",4938,0.877037,62.55579,0.107362,0.222979,8.2e-05,5980.908,0.538441,0.000184,5596.456,0.532088,0.000161,0,0.212042,0.000911,0.877037,62.55579,0.107362,0.222979,8.2e-05,5278.72162918701,0.526569433923071,0.000144912303981313,5122.39763967343,0.524174203232262,0.000145222089471383,6.00954389784338e-09,0.159036171063301,0.00038716077377183
"4939",4939,0.965083,113.56295,0.302789,0.031446,6e-05,8720.64,0.565842,0.000114,6941.027,0.552702,0.000111,0,0.101356,0.00024,0.965083,113.56295,0.302789,0.031446,6e-05,4130.17597872279,0.535771183144624,0.000112610290576846,5.13712672504081e-48,0.181786575582206,0.000683227168337995,7.09954807318113e-54,0.071898339757095,0.000194959063600354
"4940",4940,1.687481,51.86947,0.206757,0.28518,8.9e-05,12154.75,0.555556,0.000124,11577.13,0.547795,0.000124,8633.051,0.516191,0.000167,1.687481,51.86947,0.206757,0.28518,8.9e-05,10849.1271269465,0.539355940908503,0.000129186259501765,9937.19550905533,0.529401334501603,0.000141228257310586,6404.2640793201,0.495704336519179,0.000218434642936051
"4941",4941,0.760613,70.64766,0.282879,0.068013,1e-04,1601.522,0.521097,0.000137,0,0.17085,0.000527,0,0.092992,0.000175,0.760613,70.64766,0.282879,0.068013,1e-04,1.10872611361773e-43,0.130583455997211,0.000213196528437338,1.22082832581902e-44,0.115064156270805,0.000179203543067081,4.03885903224358e-46,0.0863198412633944,0.00017211066562014
"4942",4942,2.182966,64.88537,0.265684,0.300091,3e-05,51772.06,0.589597,0.000152,51393.58,0.585796,0.000156,49505.68,0.573852,0.000192,2.182966,64.88537,0.265684,0.300091,3e-05,51186.5231936203,0.581967169694466,0.000162540723342525,50558.6732241292,0.57800354273459,0.000173188427102414,48827.7093692606,0.569397762821103,0.000232958940357866
"4943",4943,1.322305,89.39962,0.263991,0.15663,5.2e-05,16425.54,0.571778,0.000113,15241.34,0.562792,0.000119,4260.824,0.513866,0.000231,1.322305,89.39962,0.263991,0.15663,5.2e-05,13809.6221132531,0.553108238761274,0.000131976727705702,11192.6362558253,0.539617550991641,0.000160459473875026,6.36085894070656e-22,0.328442304501406,0.00138815163875097
"4944",4944,2.472295,94.76821,0.330883,0.049365,9.4e-05,21899.02,0.587284,7.4e-05,21553.14,0.582607,7.8e-05,18843.88,0.561964,0.000142,2.472295,94.76821,0.330883,0.049365,9.4e-05,20945.3513926044,0.577464637352901,8.5348854291911e-05,20238.6549838676,0.571588036633967,0.000101008649847541,7503.12106706525,0.516857763870123,0.000256819454015204
"4945",4945,2.182339,82.37216,0.291548,0.389523,4.2e-05,34361.02,0.587051,0.000116,33861.21,0.582406,0.000121,30627.21,0.564594,0.000186,2.182339,82.37216,0.291548,0.389523,4.2e-05,32754.11587041,0.577177228589211,0.0001296613112486,31779.7784521777,0.571557929950508,0.000147348387106097,24064.970997171,0.544602332954199,0.000302810105512311
"4946",4946,1.254751,46.40308,0.194009,0.224611,2.5e-05,35248.03,0.569993,0.000211,34312.37,0.563341,0.000217,29734.34,0.539782,0.000266,1.254751,46.40308,0.194009,0.224611,2.5e-05,32423.5821454316,0.555706732757611,0.000224441860163347,30950.5447025288,0.547960140791891,0.00023945382087094,26135.8002610019,0.527413611734548,0.000308899081552218
"4947",4947,2.44484,141.0905,0.226533,0.193331,3.5e-05,57175.62,0.597283,9.7e-05,57109.16,0.596119,9.8e-05,57027.44,0.590534,0.000173,2.44484,141.0905,0.226533,0.193331,3.5e-05,56375.1891764627,0.595116271579831,9.97834797720195e-05,56359.7089209789,0.594369545067946,0.000106529380693657,0.449969422880191,0.443085686926256,0.000188897760432274
"4948",4948,1.778763,147.14758,0.145244,0.075146,9.4e-05,16036.12,0.585416,6.6e-05,15425.57,0.578947,7.5e-05,294.6429,0.486523,0.000139,1.778763,147.14758,0.145244,0.075146,9.4e-05,14408.8180794932,0.570578231296957,9.79810810057029e-05,9642.87459415963,0.546366910462581,0.000169187280396803,9.57869713576874e-25,0.0541749363541694,0.000130330509731763
"4949",4949,1.111541,34.32256,0.127441,0.047002,1.1e-05,82622.5,0.579863,0.000349,81806.41,0.574583,0.000356,78089.31,0.557983,0.000399,1.111541,34.32256,0.127441,0.047002,1.1e-05,84643.4780527506,0.570087957338039,0.000372580588121371,83401.0927073706,0.564625510710488,0.000386396875104894,80420.1199685992,0.553939305446083,0.000434033110933028
"4950",4950,1.706185,44.21558,0.275056,0.156062,7.8e-05,14959.16,0.557246,0.000132,14398.74,0.550048,0.000133,11652.5,0.52217,0.000165,1.706185,44.21558,0.275056,0.156062,7.8e-05,13640.3429292496,0.542099665648382,0.000137434667148821,12778.7728174882,0.533208201363264,0.000146669756315162,9808.8290419068,0.506871847373753,0.000198058578179823
"4951",4951,2.165157,132.89815,0.325532,0.368772,6.1e-05,22888.87,0.588148,7.7e-05,22347.64,0.583255,8.3e-05,0.910944,0.491362,0.000206,2.165157,132.89815,0.325532,0.368772,6.1e-05,21396.3354653332,0.57727584060758,9.86636600493311e-05,18903.5406670745,0.565834105484047,0.000147821536308776,1.84218672231451e-58,0.0733844889492757,0.000342196170421828
"4952",4952,2.194481,118.33714,0.381338,0.051156,4.2e-05,41767.93,0.594362,9.3e-05,41569.23,0.591969,9.5e-05,40158.5,0.581724,0.000169,2.194481,118.33714,0.381338,0.051156,4.2e-05,41497.9654241255,0.589689443190744,0.000100118625068314,41206.0402172447,0.587288287720834,0.00011261567397058,1.7487962420457e-35,0.291393203036017,0.000764575111034313
"4953",4953,1.531841,33.91658,0.357373,0.356521,6.8e-05,10277.21,0.53236,0.000168,9836.468,0.526621,0.000165,7255.52,0.497364,0.000198,1.531841,33.91658,0.357373,0.356521,6.8e-05,9252.62936764031,0.519288625453492,0.000167546044351378,8428.29602091538,0.509824117025702,0.00017741431343685,5303.26174298759,0.477872713365442,0.000238157665576439
"4954",4954,2.094857,43.20364,0.20111,0.049632,5e-06,376281.8,0.599125,0.000463,376265.8,0.598701,0.000463,376195.7,0.597534,0.000464,2.094857,43.20364,0.20111,0.049632,5e-06,374517.56663134,0.59826640631858,0.000462230715074061,374492.385612697,0.597865070876556,0.000462570663305098,374452.03918157,0.597233150750803,0.000463765806507447
"4955",4955,1.789328,95.54951,0.361843,0.173146,7e-06,177215.7,0.598709,0.00024,177172.3,0.598079,0.00024,177109.2,0.596716,0.000245,1.789328,95.54951,0.361843,0.173146,7e-06,183965.071263747,0.597657520352461,0.000245520556487484,183933.700472843,0.597224601256202,0.000246648915133728,184151.62327092,0.596360024554328,0.000261492705507934
"4956",4956,1.091429,59.3073,0.113195,0.009619,9e-05,9087.825,0.549666,0.000142,8526.605,0.541486,0.000137,6502.838,0.516416,0.000199,1.091429,59.3073,0.113195,0.009619,9e-05,7954.61104779734,0.533495458086335,0.000140669436949245,7295.07421771654,0.525271982208404,0.00015495573617789,9818.9020759293,0.560208958312807,0.000578968373774884
"4957",4957,0.527976,137.75654,0.137396,0.11226,2.6e-05,11293.71,0.569303,0.000189,7859.706,0.55301,0.000184,0,0.054738,0.000156,0.527976,137.75654,0.137396,0.11226,2.6e-05,1.87813768866271e-21,0.126747752809415,0.000305909368026339,1.36748099388137e-22,0.0929600027973221,0.000207160545433457,1.1063671370418e-23,0.0394400105932344,0.000143279978832389
"4958",4958,2.211895,114.99768,0.258931,0.366486,6.7e-05,22234.69,0.586374,8.1e-05,21705.73,0.581103,8.7e-05,10316.36,0.533635,0.000238,2.211895,114.99768,0.258931,0.366486,6.7e-05,20949.8267589564,0.575096652621267,0.000100837848667896,19365.8085092807,0.566124697730728,0.000134787520844571,3.76537586238521e-23,0.260569896883411,0.000339610513225772
"4959",4959,1.353587,109.5497,0.125531,0.320767,2.9e-05,33455.38,0.585105,0.00013,32600.37,0.579542,0.00014,18876.3,0.540183,0.000356,1.353587,109.5497,0.125531,0.320767,2.9e-05,31614.6989282009,0.573513293166869,0.000161221654479226,29400.6409539007,0.56519448946593,0.000209808110235416,8.26507450081947e-09,0.343458562470233,0.00301837743154698
"4960",4960,2.385652,124.14651,0.190535,0.139308,2.5e-05,80771.91,0.59812,0.000122,80731.86,0.597287,0.000123,80751.33,0.595443,0.000139,2.385652,124.14651,0.190535,0.139308,2.5e-05,81371.9541654771,0.596665227396145,0.000124217725992149,81364.8713701667,0.596252269854974,0.000126705378214179,172.428121186427,0.528751831280029,0.00118503278413321
"4961",4961,2.25182,139.47687,0.378821,0.179702,4.6e-05,36060.83,0.594135,8.2e-05,35839.65,0.591636,8.5e-05,127.6592,0.554541,0.000378,2.25182,139.47687,0.378821,0.179702,4.6e-05,35484.7257912105,0.589142985176622,9.14416229925857e-05,35047.5828834309,0.585828861990832,0.000114382785007287,2.20721811427942e-69,0.0605841035545098,0.000295777298559584
"4962",4962,2.290138,128.45062,0.220667,0.016261,3e-06,763524.9,0.599999,0.000362,763524.9,0.599998,0.000362,763524.9,0.599997,0.000362,2.290138,128.45062,0.220667,0.016261,3e-06,716463.782357669,0.599996691935983,0.000350672598152247,716463.783608553,0.599996527568152,0.000350672609939131,716463.960028682,0.599991930349561,0.000350674152483937
"4963",4963,2.274804,57.57988,0.327405,0.10331,8.6e-05,20428.44,0.57677,0.000101,19952.16,0.570451,0.000105,17456.2,0.54789,0.000139,2.274804,57.57988,0.327405,0.10331,8.6e-05,19302.2851412047,0.563653131587127,0.000111028325168026,18503.9205122052,0.556330798111325,0.000121103036794466,15582.7028821279,0.535333174623801,0.000172882218777198
"4964",4964,2.135538,87.78487,0.125638,0.347374,2.3e-05,70065.09,0.594534,0.000154,69867.66,0.592287,0.000156,69241.31,0.586807,0.000188,2.135538,87.78487,0.125638,0.347374,2.3e-05,70298.837293093,0.590283681415741,0.000161311159125363,70078.3531155105,0.588510965282083,0.000169586920311453,69554.1754671596,0.583415815956299,0.000259227693512402
"4965",4965,0.553687,118.67028,0.367113,0.093406,2.4e-05,0,0.109019,0.000368,0,0.098474,0.000154,0,0.053766,9.3e-05,0.553687,118.67028,0.367113,0.093406,2.4e-05,2.40533631708991e-66,0.0940276996528947,0.000115866133326873,3.3072037797458e-67,0.0795632839252491,9.01723502727006e-05,6.48617694616833e-73,0.042694867548023,8.73645399481149e-05
"4966",4966,0.872741,124.85836,0.350467,0.107208,8e-06,55118.93,0.588002,0.000174,52928.53,0.582791,0.000183,0,0.292514,0.000168,0.872741,124.85836,0.350467,0.107208,8e-06,52966.95253478,0.577757356525921,0.00020591978239695,21741.372893411,0.570904459302911,0.000258837049009322,2.28644590380023e-17,0.549913374832001,0.000224996401244901
"4967",4967,1.19237,82.49121,0.295979,0.22259,3.3e-05,20971.97,0.571411,0.000138,19507.59,0.563013,0.000144,6222.94,0.520938,0.000245,1.19237,82.49121,0.295979,0.22259,3.3e-05,17213.5620536502,0.553201842650294,0.000156988137539449,13960.4091993464,0.540496392648779,0.00018428567110834,3.828050109371e-12,0.596011147126333,0.000376456953299905
"4968",4968,1.474354,47.25391,0.236269,0.180447,8.2e-05,11402.36,0.549506,0.000137,10849.9,0.542152,0.000136,8113.992,0.512033,0.000179,1.474354,47.25391,0.236269,0.180447,8.2e-05,10216.9662590535,0.5341222758714,0.0001402199499159,9351.02212359676,0.524487600647826,0.000152345359267782,5976.31624420294,0.491544731373771,0.000239527451519918
"4969",4969,1.198559,78.03031,0.284856,0.148749,8e-06,97671.84,0.592491,0.000244,97060.94,0.589422,0.000248,94005.66,0.579762,0.000304,1.198559,78.03031,0.284856,0.148749,8e-06,102117.292552988,0.587059065013403,0.000261725310081587,101162.607018385,0.58404434143192,0.000276126597392095,98745.8498874683,0.57752921887403,0.000383134379982518
"4970",4970,1.188128,103.65102,0.323063,0.121024,7.2e-05,9051.331,0.565341,0.000104,7650.671,0.553571,0.000103,2768.008,0.524559,0.000137,1.188128,103.65102,0.323063,0.121024,7.2e-05,5892.99882042908,0.541131714032049,0.000113021376628707,3066.45504306688,0.524476392285845,0.000121180917971754,1.43793136776153e-53,0.14132917173454,0.00051289705825213
"4971",4971,0.913784,77.54825,0.271766,0.220664,9.4e-05,3040.074,0.535357,0.000165,2604.564,0.528093,0.00012,0,0.117898,0.000234,0.913784,77.54825,0.271766,0.220664,9.4e-05,2607.59223136647,0.527392549184855,9.79233436966404e-05,3.08188990525957e-40,0.151050746464436,0.000282003137816138,8.46636409358839e-43,0.105260276444639,0.000225191179520598
"4972",4972,2.479058,143.72713,0.36928,0.032425,5.2e-05,40189.58,0.596185,7.7e-05,40087.59,0.594543,7.8e-05,33728.66,0.578134,0.000249,2.479058,143.72713,0.36928,0.032425,5.2e-05,39850.7022414985,0.593071364623,8.13523949822208e-05,39742.7484079179,0.591467292281252,9.25947665076163e-05,1.0289947755548e-67,0.0542771634800784,0.000232960850898208
"4973",4973,1.317181,76.52953,0.212859,0.297313,5.9e-05,13242.21,0.563179,0.000127,12197.19,0.553813,0.000128,5686.51,0.511268,0.000226,1.317181,76.52953,0.212859,0.297313,5.9e-05,10945.0656065421,0.543970152956755,0.000138087506775772,9093.8046928191,0.53135781602047,0.000163305872862798,0.396466812082479,0.570132080751992,0.000803494774318364
"4974",4974,1.033964,91.06164,0.363667,0.301733,9.5e-05,2592.433,0.543583,0.00015,1658.486,0.531764,0.000107,0,0.113345,0.000208,1.033964,91.06164,0.363667,0.301733,9.5e-05,2.08843683196605e-55,0.192903229261861,0.000514035786983615,3.08560902508017e-58,0.142621132324753,0.000223430890534707,2.11014321806893e-62,0.0955730766528886,0.000205709177158683
"4975",4975,1.187466,73.78674,0.305739,0.144741,8.7e-05,7013.034,0.552028,0.000124,6253.461,0.543064,0.000117,12.32024,0.499929,0.000231,1.187466,73.78674,0.305739,0.144741,8.7e-05,5382.0655035808,0.533777614879173,0.000118178262524859,4432.15911879486,0.524307500243376,0.000127720541777614,1.81949536280162e-34,0.220548458345919,0.000522343446316505
"4976",4976,2.478297,59.0399,0.357266,0.360703,2.8e-05,59453.48,0.590967,0.000162,59129.98,0.587544,0.000165,57498.88,0.576821,0.000192,2.478297,59.0399,0.357266,0.360703,2.8e-05,58059.2187674181,0.583838163128365,0.000168958549463157,57504.9630571853,0.580207769171047,0.000177002460879569,56065.9794485077,0.572724388681547,0.000218779079472059
"4977",4977,1.879776,73.32036,0.288101,0.353193,2.8e-05,43246.9,0.586809,0.000146,42661.18,0.582179,0.000152,39216.65,0.565593,0.000211,1.879776,73.32036,0.288101,0.353193,2.8e-05,42498.0004741231,0.577502041178631,0.000161562746401643,41421.8722392835,0.572197755749934,0.000178345574576453,36672.1813717895,0.555984776002868,0.000292643410413689
"4978",4978,0.718569,112.6584,0.161561,0.382271,5.1e-05,6291.69,0.56253,0.000196,4161.655,0.543007,0.000165,0,0.072705,0.00017,0.718569,112.6584,0.161561,0.382271,5.1e-05,1.73911714952919e-24,0.143127251295826,0.000330543293838475,1.30885903143698e-25,0.109984156507004,0.000210069056398683,1.03234871848789e-27,0.053700615381166,0.000157554570437173
"4979",4979,2.491495,65.34042,0.18532,0.142195,5.1e-05,41382.1,0.589716,0.000121,41111.53,0.585997,0.000124,39859.46,0.57493,0.000153,2.491495,65.34042,0.18532,0.142195,5.1e-05,40622.9931818974,0.58217446993723,0.000129157674396978,40196.9614995907,0.578445896761101,0.000137733085426925,39155.6554611514,0.571026244179969,0.000183876733473364
"4980",4980,2.327351,96.56523,0.340139,0.23751,7.9e-05,20810.14,0.584707,8e-05,20310.93,0.579158,8.5e-05,15062.16,0.548273,0.000172,2.327351,96.56523,0.340139,0.23751,7.9e-05,19605.0039771572,0.5729361268519,9.5095598950379e-05,18426.5965478971,0.565010595531485,0.000116059739273278,9.72724036390087,0.480658603240485,0.000222499617842641
"4981",4981,2.308975,88.56345,0.225741,0.309884,5.4e-05,30962.34,0.587985,0.000101,30565.7,0.583601,0.000105,28048.57,0.567051,0.000171,2.308975,88.56345,0.225741,0.309884,5.4e-05,30233.7032500922,0.579119677642771,0.000114115897192533,29512.2476338295,0.574136714228616,0.000131095051645411,21104.7592152876,0.541960201549899,0.000316137223482725
"4982",4982,1.230389,131.10837,0.237565,0.14175,7.7e-05,10327.32,0.57306,9e-05,8674.412,0.559582,9.7e-05,0,0.102682,0.000245,1.230389,131.10837,0.237565,0.14175,7.7e-05,6447.57947954404,0.545257073442898,0.000115452208507513,2591.33593327027,0.523418282562325,0.000125130799743495,4.82367829581407e-42,0.0634042598774006,0.000161069916442554
"4983",4983,0.732696,149.46394,0.102056,0.381905,9e-05,4520.676,0.569756,0.00014,0,0.159874,0.000403,0,0.06146,0.000103,0.732696,149.46394,0.102056,0.381905,9e-05,1.39551197103112e-15,0.114566253655707,0.000119311730387698,3.9188358572722e-16,0.0942284773259318,0.000109178488837967,2.33848066420147e-17,0.0423411905123156,9.88500247962632e-05
"4984",4984,0.858606,108.13739,0.214528,0.244591,1.6e-05,31222.45,0.577681,0.00017,28820.25,0.569439,0.000183,0,0.326461,0.001109,0.858606,108.13739,0.214528,0.244591,1.6e-05,24641.2952262649,0.55930556488329,0.000210096799129849,14993.1020297145,0.543882516024967,0.000272970272751504,9617.7941400098,0.541733147215944,0.000331403965873449
"4985",4985,1.035913,99.75586,0.176482,0.279645,8.2e-05,6882.148,0.559768,0.000132,5805.788,0.547328,0.000122,0,0.136256,0.000389,1.035913,99.75586,0.176482,0.279645,8.2e-05,4306.28134303478,0.531608301421413,0.000117240994576599,3124.40730906641,0.51977497577142,0.000117083666505745,2.07346810734511e-27,0.0994646373131003,0.00029904825231626
