"","X","alpha_0","beta","gamma","w","a","N_Lin.N","Mean_Lin.Z_mean","Var_Lin.Z_var","N_SD025.N","Mean_SD025.Z_mean","Var_SD025.Z_var","N_SD100.N","Mean_SD100.Z_mean","Var_SD100.Z_var","alpha_0","beta","gamma","w","a","N_SD050.N","Mean_SD050.Z_mean","Var_SD050.Z_var","N_SD075.N","Mean_SD075.Z_mean","Var_SD075.Z_var","N_SD125.N","Mean_SD125.Z_mean","Var_SD125.Z_var"
"9012",9012,1.266641,104.57561,0.247445,0.316604,5e-06,170708.6,0.597502,0.00028,170537.1,0.596334,0.000282,170493.3,0.593959,0.000306,1.266641,104.57561,0.247445,0.316604,5e-06,165490.938637351,0.595041814138924,0.000280706024447095,165396.130318334,0.59422155646223,0.000286862199857757,154809.65358623,0.590744928552923,0.000407148573712742
"9013",9013,1.376598,140.82937,0.292814,0.16412,6.6e-05,13373.32,0.578316,8.2e-05,11788.81,0.567282,9.3e-05,0,0.101729,0.000276,1.376598,140.82937,0.292814,0.16412,6.6e-05,8980.4824268752,0.552921875868839,0.000115960872707423,60.3757493060697,0.517731143072401,0.000192456603045142,3.86723649580014e-53,0.0567392866801077,0.000145131587540021
"9014",9014,2.315734,62.19328,0.313224,0.161955,2.8e-05,63272.51,0.592483,0.000158,63021.21,0.589528,0.000161,61844.54,0.5808,0.000183,2.315734,62.19328,0.313224,0.161955,2.8e-05,63754.3058141205,0.586768581412996,0.000165601668052711,63359.3714810616,0.583878175491382,0.000172205486506464,62472.2293040714,0.578425458109603,0.000207318724215594
"9015",9015,1.589319,147.93069,0.168582,0.118835,6e-06,227287.8,0.599655,0.000228,227284.1,0.599499,0.000228,227415.3,0.599154,0.000232,1.589319,147.93069,0.168582,0.118835,6e-06,226857.816122943,0.599395210935014,0.000227837425939681,226869.590443045,0.599363961628036,0.000228157007533562,10.6519982944257,0.456251644319679,0.000945280675126006
"9016",9016,2.228548,38.63766,0.313284,0.04861,5.2e-05,35400.12,0.579287,0.000154,34980.12,0.573832,0.000157,33020.49,0.556294,0.00018,2.228548,38.63766,0.313284,0.04861,5.2e-05,34163.221670339,0.567963167352304,0.000161482042730412,33506.67114444,0.562061995060823,0.000168865931363403,31870.1143194505,0.550064788992744,0.000195877497892689
"9017",9017,2.218776,81.55894,0.190065,0.025772,7.1e-05,27930.45,0.587267,9.4e-05,27588.22,0.582777,9.8e-05,25736.82,0.56759,0.000146,2.218776,81.55894,0.190065,0.025772,7.1e-05,27101.9150486088,0.578104389268388,0.000104833868017427,26519.4034980199,0.573236467120249,0.000118232807501382,23100.7107135128,0.553979575868616,0.000229105781858484
"9018",9018,1.476508,98.73401,0.198358,0.169087,3.8e-05,29083.03,0.583999,0.000116,28312.14,0.578227,0.000124,19888.52,0.545784,0.000262,1.476508,98.73401,0.198358,0.169087,3.8e-05,27470.4572307723,0.571995867764823,0.000140392723509844,25674.9415332752,0.56392266823723,0.000173347509014067,6.70167113597404,0.446572421213883,0.000272495873015281
"9019",9019,0.846866,125.83318,0.123027,0.322345,2.9e-05,17667.02,0.57284,0.00015,15111.79,0.560208,0.000161,0,0.098786,0.000436,0.846866,125.83318,0.123027,0.322345,2.9e-05,11804.3430581888,0.547071081991,0.000192223995928967,4696.09001192833,0.524856138953117,0.000258093180289162,2.71175706200291e-20,0.0562552192969079,0.000244124472605862
"9020",9020,1.620002,105.45575,0.213202,0.070165,6.6e-05,19811.76,0.581843,9e-05,19080.85,0.575103,9.7e-05,9189.877,0.527965,0.000226,1.620002,105.45575,0.213202,0.070165,6.6e-05,17821.4335804248,0.567165820475221,0.000112165535527528,15793.2730989118,0.555940934573263,0.000145432003424879,5.76755055850831e-18,0.274716129397814,0.000555856673756533
"9021",9021,1.146793,74.03755,0.209534,0.327293,3.5e-05,18785.01,0.565549,0.000155,17454.17,0.556779,0.000159,8851.649,0.517284,0.000257,1.146793,74.03755,0.209534,0.327293,3.5e-05,15738.4624484219,0.547265950171871,0.000171010913287089,13246.4591715158,0.535177749291384,0.000197749754236899,15.1133364801445,0.453033990454907,0.000423674830624584
"9022",9022,1.441071,83.61955,0.255265,0.399195,4.3e-05,18896.32,0.571709,0.000125,17684.23,0.563221,0.000132,7985.111,0.520175,0.000227,1.441071,83.61955,0.255265,0.399195,4.3e-05,15985.4378178072,0.55367068804301,0.000144761410214387,13368.1532376701,0.541078390076983,0.000171123090139067,0.947965899575072,0.443381882795941,0.000259905186342998
"9023",9023,1.405901,133.23476,0.111327,0.329379,8.3e-05,11498.27,0.575152,8.9e-05,10113.84,0.56252,9.9e-05,0,0.132593,0.000573,1.405901,133.23476,0.111327,0.329379,8.3e-05,8183.70610991284,0.548549702565708,0.000120921588733408,4132.40962582215,0.524943785419605,0.000222587356725094,7.69319158125595e-18,0.0632114887810591,0.000174628846383132
"9024",9024,1.177029,61.58483,0.251131,0.174095,4e-06,195306.8,0.595614,0.000389,194960.8,0.593683,0.000391,193466.1,0.588177,0.000415,1.177029,61.58483,0.251131,0.174095,4e-06,207792.957392467,0.592401561659378,0.000407370905251706,207312.247287215,0.590667969077963,0.000413540263126059,206715.253654564,0.588009485061085,0.000445450452936703
"9025",9025,1.103121,93.92523,0.378929,0.036483,9e-05,5808.189,0.55685,0.000112,4671.192,0.545089,0.000101,0,0.152035,0.000359,1.103121,93.92523,0.378929,0.036483,9e-05,3071.36894484826,0.53054351422561,9.19007426003072e-05,2487.76138004668,0.525131049211916,8.09680135785917e-05,1.77921065862922e-63,0.122896035697189,0.000301418509302848
"9026",9026,1.87668,71.23974,0.134577,0.390075,3.3e-05,40105.8,0.585282,0.000146,39557.13,0.580369,0.000152,36621.56,0.563716,0.000215,1.87668,71.23974,0.134577,0.390075,3.3e-05,39396.7324407011,0.575491030849966,0.000163218140434752,38461.0480464187,0.57011539229829,0.000181212091047947,34832.6784913602,0.554949304492708,0.000294048925302079
"9027",9027,2.384143,90.56518,0.311506,0.160966,5.7e-05,32198.19,0.589937,9.4e-05,31879.67,0.586113,9.8e-05,29943.1,0.572217,0.000152,2.384143,90.56518,0.311506,0.160966,5.7e-05,31730.1239002285,0.582293137824032,0.000104827585146872,31171.8617664213,0.578115351731528,0.00011831762424915,24680.6700340543,0.551665554393949,0.00028719997558761
"9028",9028,1.335493,86.73022,0.224732,0.373458,4e-06,239125,0.598122,0.00036,239015.6,0.597231,0.000361,238876.7,0.59537,0.000372,1.335493,86.73022,0.224732,0.373458,4e-06,218204.010687742,0.595814337820341,0.000347480879527089,218092.113792697,0.595043491560266,0.000351151985151963,218646.395442893,0.594059262602192,0.000384238838154621
"9029",9029,0.73609,59.90575,0.281964,0.347596,1.8e-05,10507.54,0.54089,0.000243,8957.435,0.534783,0.000232,0,0.502835,0.000274,0.73609,59.90575,0.281964,0.347596,1.8e-05,6452.0043055796,0.526969168121615,0.000237233701502062,906.935149296451,0.510500566173317,0.000266588314749765,7.20571143113912e-37,0.24963541605808,0.00167084535908912
"9030",9030,1.354642,83.91471,0.202964,0.312252,9e-05,8636.682,0.559652,0.000114,7745.495,0.549247,0.000111,1770.834,0.50082,0.000275,1.354642,83.91471,0.202964,0.312252,9e-05,6719.30430463692,0.538736915530026,0.000119929390253896,5336.79788428063,0.525867022675695,0.000146666407318573,6.77436622015204e-17,0.298729672932849,0.0014823204205859
"9031",9031,0.546293,79.06351,0.375039,0.113024,1.9e-05,0,0.097216,0.00025,0,0.084776,0.000152,0,0.056561,0.000107,0.546293,79.06351,0.375039,0.113024,1.9e-05,1.67140691026341e-66,0.0879030435847558,0.000140476844069154,6.09377791786267e-67,0.0774623737549626,0.000118301988149473,1.07383889075829e-70,0.0523049765780743,0.000104515398693806
"9032",9032,2.443941,35.10654,0.194076,0.222665,3.8e-05,51350.35,0.583637,0.000191,50985.59,0.578849,0.000195,49273.37,0.563851,0.000217,2.443941,35.10654,0.194076,0.222665,3.8e-05,50143.7901768674,0.573769792138315,0.000198935999672249,49567.8952143489,0.568716220265289,0.000206127625790225,48167.4855519775,0.558788193066257,0.000231462135904385
"9033",9033,0.522012,94.96313,0.295611,0.21762,3e-05,0,0.094724,0.000276,0,0.092482,0.000185,0,0.052728,0.000105,0.522012,94.96313,0.295611,0.21762,3e-05,4.93479503748749e-52,0.0917151622002208,0.000153268734454559,1.43923521786229e-52,0.0791513210583879,0.000137084718270331,6.43645124390156e-54,0.0457507643051568,9.98349413724743e-05
"9034",9034,2.41544,148.47831,0.300809,0.038196,9.2e-05,22296.32,0.592121,5.9e-05,22063.08,0.588892,6.3e-05,0,0.293754,0.00035,2.41544,148.47831,0.300809,0.038196,9.2e-05,21817.3962870759,0.585545907601785,7.21876664011035e-05,20920.1780866372,0.57867345601659,0.000109703462786075,1.03656706902826e-54,0.049571276113276,0.00012386093798934
"9035",9035,0.702337,106.60426,0.191984,0.225195,9.2e-05,3316.244,0.55997,0.000274,0,0.153864,0.000431,0,0.069554,0.000132,0.702337,106.60426,0.191984,0.225195,9.2e-05,7.48494930445937e-31,0.113794156451592,0.000147487183480113,1.10228084528185e-31,0.0977839985208325,0.000133692336715212,1.5595246150271e-33,0.054624508155353,0.000127986955832655
"9036",9036,1.258204,44.00429,0.392506,0.324802,2.9e-05,18551.06,0.55177,0.000187,17487.68,0.54492,0.000187,11187.04,0.513196,0.000226,1.258204,44.00429,0.392506,0.324802,2.9e-05,16239.6593357852,0.536915071588446,0.000192492128571619,14301.3059131555,0.526905270503283,0.000204066741196307,4872.60020618253,0.493493408631208,0.000268953173591547
"9037",9037,2.025374,121.93415,0.127739,0.334061,5.6e-05,27237.4,0.588737,8.8e-05,26807.98,0.584384,9.5e-05,15332.46,0.541121,0.000308,2.025374,121.93415,0.127739,0.334061,5.6e-05,26111.7616243443,0.57967583347428,0.000108518482413553,25010.9376562086,0.573108718951774,0.000146093600623306,27768.4555578211,0.599186210776387,0.00012340373318174
"9038",9038,1.868005,41.99861,0.333636,0.270996,7.6e-05,14887.76,0.55612,0.000133,14333.98,0.54909,0.000134,11563.79,0.521188,0.000162,1.868005,41.99861,0.333636,0.270996,7.6e-05,13683.5517823331,0.541373771725532,0.000137784597893595,12808.9697712927,0.532457550691793,0.000146176036048919,9791.95743800157,0.506042841646706,0.00019062880376854
"9039",9039,0.900322,125.57312,0.391404,0.238219,9.8e-05,1749.786,0.574789,0.00015,0,0.149852,0.000221,0,0.074417,1e-04,0.900322,125.57312,0.391404,0.238219,9.8e-05,3.83569336491071e-68,0.117979177752549,0.000101807579286387,1.13733281062138e-69,0.102842623032423,9.96583062866542e-05,1.65745026620531e-72,0.0555170798368347,9.75435582794552e-05
"9040",9040,0.797089,39.61141,0.273794,0.256035,3.6e-05,7737.483,0.529605,0.00025,7400.316,0.526041,0.000238,0,0.576051,0.000713,0.797089,39.61141,0.273794,0.256035,3.6e-05,7087.45390722811,0.522405102506221,0.000251435700082043,6304.84277405817,0.516478859893642,0.000321156347656973,9.60792210456587e-27,0.216686448151621,0.000604148998809202
"9041",9041,0.872311,106.00106,0.104819,0.079733,4.6e-05,14082.54,0.568783,0.000138,12460.02,0.556866,0.000143,7504.758,0.529277,0.00022,0.872311,106.00106,0.104819,0.079733,4.6e-05,10522.312956499,0.54502027566292,0.000161969150641245,7513.8700957772,0.528392709931177,0.0001859387936327,3.4521985966125e-15,0.0934218888970338,0.000421873429551022
"9042",9042,1.014859,91.13685,0.218058,0.05264,1.6e-05,48740.46,0.585458,0.000178,47634.56,0.580236,0.000187,38260.35,0.556892,0.000327,1.014859,91.13685,0.218058,0.05264,1.6e-05,44656.61640397,0.573855527838061,0.000202926768531256,42186.0141358655,0.56687766516847,0.00023882581506024,1918.88582160551,0.522515697478019,0.00056312393450272
"9043",9043,1.605164,116.13048,0.289557,0.225813,7.1e-05,14559.72,0.577529,8.4e-05,13443.37,0.56837,9.3e-05,64.02383,0.59789,0.000101,1.605164,116.13048,0.289557,0.225813,7.1e-05,11783.7838944375,0.557461498746838,0.000109775216414313,7997.91608596953,0.538688887771678,0.00014873572569982,3.08596693577078e-11,0.431413142835587,8.44095672965274e-05
"9044",9044,1.588235,50.323,0.191999,0.070188,1.7e-05,80414.97,0.589597,0.000234,79979.8,0.585895,0.000238,77918.61,0.574691,0.000271,1.588235,50.323,0.191999,0.070188,1.7e-05,77745.8740481419,0.581769394990787,0.000242654782594528,77033.4623151202,0.577921324037866,0.000252831846222714,75417.5271094449,0.570806379575852,0.000295849692724758
"9045",9045,1.309617,109.38105,0.384413,0.02425,4.7e-05,18134.08,0.577864,9.8e-05,16757.97,0.569367,0.000105,0,0.28656,0.000267,1.309617,109.38105,0.384413,0.02425,4.7e-05,14401.3055686559,0.558732265282285,0.000120960070941823,9540.77695543855,0.542037385025324,0.000157160900467628,6.13471648500656e-41,0.44521621160007,0.000267629424506144
"9046",9046,2.214238,91.24694,0.281961,0.32861,7.9e-05,18879.65,0.581094,8.5e-05,18272.44,0.574596,9.1e-05,12540.24,0.539677,0.000175,2.214238,91.24694,0.281961,0.32861,7.9e-05,17349.2314215485,0.567193142656968,0.000102176028015452,15958.7625824903,0.557854521499763,0.000123876776172234,179.025194911743,0.481669941419844,0.000222330146047976
"9047",9047,1.350975,107.17105,0.314364,0.283787,6.9e-05,10298.38,0.567999,1e-04,8823.633,0.556307,0.000102,0.022653,0.474564,0.000119,1.350975,107.17105,0.314364,0.283787,6.9e-05,6912.7813493929,0.543962359836226,0.000114476302326229,2859.27817844345,0.525783201480048,0.000157935506573835,1.39622834107723e-49,0.250408199385771,0.00557155713664602
"9048",9048,1.064544,148.23181,0.372003,0.01767,1.7e-05,39348.74,0.589255,0.00012,38041.27,0.58432,0.000129,0,0.471598,5.3e-05,1.064544,148.23181,0.372003,0.01767,1.7e-05,36324.6777634514,0.578361405766613,0.000153271409074201,2400.70294931245,0.567281432975035,0.000247723603154726,1.18198594990482e-68,0.0512648785350923,0.000229510785502698
"9049",9049,1.29185,72.71566,0.186057,0.293585,9.2e-05,8004.933,0.553819,0.000126,7297.967,0.54454,0.000121,3510.741,0.505122,0.000236,1.29185,72.71566,0.186057,0.293585,9.2e-05,6534.69803036009,0.53506741652362,0.000127514684332988,5537.7553485037,0.524232060549518,0.000148519220874493,5682.00350147333,0.598533740169033,0.000218673901680023
"9050",9050,0.979423,75.53051,0.163491,0.137834,3.5e-05,19016.01,0.565695,0.000161,17688.06,0.556705,0.000165,9932.503,0.519412,0.000274,0.979423,75.53051,0.163491,0.137834,3.5e-05,16026.5255582454,0.54722292351727,0.00017763719250931,13675.3678601234,0.535459385411057,0.000207530460647758,138.604928063451,0.527370199470463,0.00111329618490964
"9051",9051,1.722377,110.76996,0.346821,0.057897,2.7e-05,49310.66,0.593226,0.000119,48981.35,0.590386,0.000122,46742.42,0.57899,0.000207,1.722377,110.76996,0.346821,0.057897,2.7e-05,48461.7633543445,0.587476799255163,0.000128826780509736,47911.0751317168,0.584412176636832,0.000145943648990082,0.500362263536218,0.502576981795837,0.000554442037911598
"9052",9052,0.580071,146.03545,0.342533,0.205597,5e-05,0,0.109816,0.000402,0,0.111421,0.000158,0,0.052654,8.2e-05,0.580071,146.03545,0.342533,0.205597,5e-05,3.78164714211397e-62,0.0989537835687473,9.88815678186096e-05,6.6187570404872e-63,0.0825194165263627,8.59779223834642e-05,1.22003233344817e-67,0.0391126093534872,7.69677425981032e-05
"9053",9053,1.295328,37.41137,0.377797,0.306499,8.4e-05,5770.589,0.524372,0.000174,5490.425,0.519892,0.000168,3124.941,0.490169,0.000288,1.295328,37.41137,0.377797,0.306499,8.4e-05,5133.41678341712,0.514267322368845,0.000175215961247697,4542.73074535403,0.506041998693454,0.000201491671512297,1.14044440965167e-11,0.445760861843471,0.000775355237767501
"9054",9054,1.542804,70.63702,0.302686,0.144651,2.5e-05,43771.36,0.585416,0.000157,43073.08,0.580466,0.000162,38944.68,0.562528,0.000223,1.542804,70.63702,0.302686,0.144651,2.5e-05,42535.810237062,0.575308974436905,0.000172580198124919,41230.2102521364,0.569503339583616,0.000190075272839111,35631.9606535724,0.552135606904443,0.000300507886137894
"9055",9055,2.099804,40.24945,0.234285,0.112711,3e-05,56923.51,0.585764,0.000196,56529.21,0.581291,0.000199,54648.72,0.567338,0.000224,2.099804,40.24945,0.234285,0.112711,3e-05,56669.1101071811,0.576892664851861,0.000205530520082197,56039.2786431373,0.572236376352708,0.000213450202132105,54523.567521582,0.563230688549794,0.000242913228785523
"9056",9056,2.085835,140.0699,0.383066,0.08009,2e-05,83669.58,0.598273,0.000123,83622.13,0.597473,0.000123,83754.47,0.59465,0.000156,2.085835,140.0699,0.383066,0.08009,2e-05,81790.6674784714,0.596683519879028,0.000123438393114975,81786.547483233,0.596161923599256,0.000127161478662135,1.09381273351695e-54,0.245645984469807,0.000287449458822742
"9057",9057,1.791134,130.21773,0.219333,0.132393,3.1e-05,47256.68,0.594185,0.000107,47018.28,0.591789,0.000111,43844.5,0.576652,0.000283,1.791134,130.21773,0.219333,0.132393,3.1e-05,46249.2503954134,0.589449241573856,0.000117420561005427,45950.0143863661,0.587072719867884,0.000138590379561662,4.62502300947476e-08,0.434153732447104,0.000147744375105096
"9058",9058,0.529764,64.00547,0.388864,0.183845,5.7e-05,0,0.065655,0.000141,0,0.068595,0.000125,0,0.054745,0.000109,0.529764,64.00547,0.388864,0.183845,5.7e-05,1.20559633762281e-69,0.0738095401534835,0.000106170367449192,9.20246618575983e-70,0.0697091901922331,0.000102234136774361,9.52168561037662e-73,0.0544394828762161,0.000106643958069025
"9059",9059,2.220347,71.32063,0.134713,0.217373,6.3e-05,28518.89,0.584328,0.000109,28100.64,0.579201,0.000113,25898.44,0.561886,0.000162,2.220347,71.32063,0.134713,0.217373,6.3e-05,27490.3376178627,0.57379075720594,0.000121229144501489,26779.2022395976,0.568124198346267,0.00013528655906575,23931.6957582217,0.551385174953911,0.000222713464473344
"9060",9060,2.104049,133.34213,0.364469,0.116319,3.7e-05,43720.16,0.594939,9.3e-05,43528.08,0.592763,9.5e-05,39503.29,0.577828,0.000243,2.104049,133.34213,0.364469,0.116319,3.7e-05,43217.2911585784,0.590672743104057,0.000100679283099177,42946.8164869232,0.588369734165703,0.00011698091506732,0.00172693388812749,0.452174147453921,0.000200376696048623
"9061",9061,2.032122,139.31841,0.141357,0.311624,8e-06,201767.7,0.599612,0.000207,201763.7,0.599437,0.000207,201832.7,0.599126,0.00021,2.032122,139.31841,0.141357,0.311624,8e-06,199060.132386881,0.599294733805828,0.000206111541845321,199068.087372231,0.599252069874423,0.000206418063152268,10060.843707283,0.591648615264633,0.000788664430276555
"9062",9062,2.045186,102.86587,0.269965,0.05405,4e-06,494987.9,0.599958,0.000349,494987.9,0.599938,0.000349,494988.3,0.599907,0.000349,2.045186,102.86587,0.269965,0.05405,4e-06,444305.579525533,0.599884553575817,0.000330275173829276,444305.684607551,0.599869488694145,0.000330281048749149,444311.299070254,0.599834253643376,0.000330386589826263
"9063",9063,2.092257,95.84365,0.204613,0.165098,2.1e-05,82456.85,0.596536,0.000152,82344.61,0.595024,0.000153,82074.72,0.591627,0.000172,2.092257,95.84365,0.204613,0.165098,2.1e-05,81432.1891009368,0.59355610577379,0.000154803385614098,81325.385580856,0.592447043872527,0.000159634560916367,81236.5712695253,0.588499613829064,0.000235369890219898
"9064",9064,1.730159,59.93771,0.313525,0.195516,6.8e-05,16719.35,0.567489,0.000116,15989.01,0.559875,0.00012,11857.12,0.528805,0.000165,1.730159,59.93771,0.313525,0.195516,6.8e-05,15041.4014811168,0.551580925837334,0.000126607831121135,13793.9266894334,0.54196417158543,0.00013960635436391,8574.51273645813,0.50921825587073,0.000215491962238664
"9065",9065,1.494976,82.48332,0.318371,0.293202,7.8e-05,10265.85,0.562791,0.000105,9249.254,0.552954,0.000106,119.0805,0.495038,0.000241,1.494976,82.48332,0.318371,0.293202,7.8e-05,7999.05518390346,0.54248626386734,0.000114083741966977,6133.49935803402,0.52881620740437,0.000139004805327771,1.7567375858715e-27,0.297982855914974,0.000751503811056348
"9066",9066,1.891003,44.46124,0.150184,0.101261,4.5e-05,35826.12,0.578734,0.000161,35339.41,0.573092,0.000165,33087.94,0.555036,0.000198,1.891003,44.46124,0.150184,0.101261,4.5e-05,34547.6222200777,0.567109392035575,0.000171884211488082,33793.6127589337,0.561045999011686,0.00018203326001258,31888.1157593287,0.548538639752447,0.000221884389595828
"9067",9067,2.261516,86.12677,0.17465,0.300969,8.1e-05,20714.18,0.582196,8.9e-05,20211.43,0.576207,9.4e-05,16467.24,0.549621,0.000168,2.261516,86.12677,0.17465,0.300969,8.1e-05,19461.1249656674,0.569622976873893,0.000104487240459286,18455.0472768528,0.561969422080224,0.000123879385310479,9374.83935087328,0.515540257471669,0.000260106530071117
